0.27497423,-0.9349257,C3
-0.6524514,0.8074777,C2
-0.7762972,-0.40974975,C1
-0.42550337,-0.94105625,C3
-0.99396586,-0.4696052,C3
-0.24854553,-0.7494495,C1
-0.34314466,-0.06842637,C3
-0.05804062,-0.23471141,C3
0.7181462,0.25785947,C1
-0.21178412,-0.7999121,C3
0.12914467,0.91927814,C3
0.230021,-0.34457886,C2
0.27934146,0.69423354,C1
0.18758094,-0.34656203,C2
0.6128025,-0.48011172,C2
0.110370636,-0.361984,C4
0.24308288,-0.7451066,C2
0.38260114,-0.42535353,C2
0.36608446,-0.03118956,C4
0.2828461,-0.6177851,C2
-0.7331872,-0.076643944,C3
0.7523365,0.26364744,C1
-0.44115496,0.912856,C1
-0.3263117,-0.16051054,C1
-0.5358834,0.35984385,C2
-0.6336031,0.5324967,C2
-0.53520286,-0.80817044,C1
-0.2122848,0.1347034,C4
-0.35143864,0.0073144436,C4
0.33602583,0.6792159,C1
0.93507695,0.63654995,C3
-0.88001657,-0.5830195,C1
0.22091568,-0.827109,C4
-0.4660256,0.7420963,C2
-0.22293103,-0.19299138,C2
-0.731868,-0.4632535,C1
0.5601094,-0.13913155,C2
-0.25530434,-0.425604,C1
0.71908605,-0.9009483,C4
-0.039657354,0.37095535,C4
0.42997134,-0.8250369,C2
0.8668709,-0.47686172,C2
0.4490763,0.69507706,C1
-0.30874765,0.2195841,C2
0.67917037,0.1638608,C1
0.97726715,-0.12815297,C4
0.6190288,0.23318791,C1
-0.8446801,-0.06948912,C3
-0.026478887,-0.72749853,C3
-0.6292145,-0.9800395,C3
0.19020867,0.22430527,C3
-0.90178347,0.95217586,C4
0.29867125,-0.62008023,C2
-0.9659537,-0.6668005,C3
-0.33744967,0.52484334,C2
-0.13838422,-0.58878183,C1
0.34535074,0.09836137,C3
0.07540357,0.29206777,C3
0.37997842,0.22682977,C1
0.7404225,0.8749621,C3
0.6717198,0.5537158,C1
0.39749658,0.23896098,C1
0.30764508,0.6123607,C1
0.37496662,0.022718906,C3
-0.18922746,-0.6595179,C1
-0.27547288,0.6762409,C2
-0.18778956,0.8516003,C4
0.34527695,0.17708623,C1
-0.015894651,0.82131183,C4
0.6992022,0.26010144,C1
-0.28922832,0.8572527,C4
0.7694942,0.19849253,C4
0.7327634,-0.7320559,C2
0.9481858,-0.73663914,C4
0.065048575,0.35040987,C3
0.008397341,0.84385717,C4
-0.03176546,0.55511737,C4
0.08452332,0.9411639,C3
0.64281,0.35039806,C1
-0.073913574,-0.4066713,C3
-0.55381286,0.45758855,C2
-0.07477212,-0.77992404,C3
0.23344898,0.20854175,C1
-0.022786856,0.64619863,C4
-0.06292951,-0.44462693,C3
-0.18028092,0.8143376,C4
0.8664075,-0.560284,C2
0.456679,0.93806934,C3
-0.6698792,-0.22525573,C1
-0.78378904,0.12717593,C4
